år,veckonummer,Region,Antal_fall_vecka,Kum_antal_fall,Antal_intensivvårdade_vecka,Kum_antal_intensivvårdade,Antal_avlidna_vecka,Kum_antal_avlidna,Antal_fall_100000inv_vecka,Kum_fall_100000inv
2021,39,Örebro,171,33914,0,230,0,351,56,11096
2020,1,Östergötland,0,0,0,0,0,0,0,0
2020,2,Östergötland,0,0,0,0,0,0,0,0
2020,3,Östergötland,0,0,0,0,0,0,0,0
2020,4,Östergötland,0,0,0,0,0,0,0,0
2020,5,Östergötland,0,0,0,0,0,0,0,0
2020,6,Östergötland,0,0,0,0,0,0,0,0
2020,7,Östergötland,0,0,0,0,0,0,0,0
2020,8,Östergötland,0,0,0,0,0,0,0,0
2020,9,Östergötland,0,0,0,0,0,0,0,0
2020,10,Östergötland,0,0,0,0,0,0,0,0
2020,11,Östergötland,27,27,0,0,0,0,6,6
2020,12,Östergötland,124,151,8,8,4,4,27,32
2020,13,Östergötland,202,353,20,28,7,11,43,76
2020,14,Östergötland,333,686,13,41,22,33,72,147
2020,15,Östergötland,286,972,11,52,25,58,61,209
2020,16,Östergötland,201,1173,19,71,30,88,43,252
2020,17,Östergötland,186,1359,12,83,29,117,40,292
2020,18,Östergötland,133,1492,4,87,26,143,29,321
2020,19,Östergötland,130,1622,3,90,18,161,28,348
2020,20,Östergötland,130,1752,4,94,14,175,28,376
2020,21,Östergötland,155,1907,3,97,16,191,33,410
2020,22,Östergötland,65,1972,1,98,8,199,14,424
2020,23,Östergötland,287,2259,5,103,12,211,62,485
2020,24,Östergötland,279,2538,1,104,11,222,60,545
2020,25,Östergötland,312,2850,1,105,5,227,67,612
2020,26,Östergötland,316,3166,2,107,5,232,68,680
2020,27,Östergötland,184,3350,0,107,6,238,40,720
2020,28,Östergötland,60,3410,0,107,1,239,13,733
2020,29,Östergötland,51,3461,0,107,1,240,11,744
2020,30,Östergötland,26,3487,0,107,0,240,6,749
2020,31,Östergötland,43,3530,0,107,0,240,9,758
2020,32,Östergötland,88,3618,0,107,1,241,19,777
2020,33,Östergötland,81,3699,0,107,1,242,17,795
2020,34,Östergötland,66,3765,1,108,0,242,14,809
2020,35,Östergötland,28,3793,0,108,1,243,6,815
2020,36,Östergötland,62,3855,0,108,2,245,13,828
2020,37,Östergötland,71,3926,0,108,2,247,15,843
2020,38,Östergötland,54,3980,0,108,0,247,12,855
2020,39,Östergötland,81,4061,0,108,0,247,17,872
2020,40,Östergötland,142,4203,0,108,1,248,31,903
2020,41,Östergötland,130,4333,0,108,0,248,28,931
2020,42,Östergötland,364,4697,1,109,0,248,78,1009
2020,43,Östergötland,512,5209,2,111,1,249,110,1119
2020,44,Östergötland,1000,6209,5,116,10,259,215,1334
2020,45,Östergötland,1124,7333,5,121,15,274,241,1575
2020,46,Östergötland,759,8092,6,127,15,289,163,1738
2020,47,Östergötland,574,8666,8,135,8,297,123,1862
2020,48,Östergötland,594,9260,6,141,21,318,128,1989
2020,49,Östergötland,786,10046,6,147,23,341,169,2158
2020,50,Östergötland,982,11028,9,156,15,356,211,2369
2020,51,Östergötland,1076,12104,10,166,20,376,231,2600
2020,52,Östergötland,889,12993,10,176,20,396,191,2791
2020,53,Östergötland,1708,14701,8,184,26,422,367,3158
2021,1,Östergötland,1469,16170,7,191,27,449,314,3461
2021,2,Östergötland,1512,17682,9,200,26,475,324,3785
2021,3,Östergötland,1154,18836,8,208,23,498,247,4032
2021,4,Östergötland,1014,19850,5,213,24,522,217,4249
2021,5,Östergötland,848,20698,1,214,15,537,182,4431
2021,6,Östergötland,787,21485,4,218,13,550,168,4599
2021,7,Östergötland,847,22332,6,224,7,557,181,4780
2021,8,Östergötland,899,23231,5,229,7,564,192,4973
2021,9,Östergötland,1015,24246,1,230,3,567,217,5190
2021,10,Östergötland,971,25217,5,235,5,572,208,5398
2021,11,Östergötland,1146,26363,6,241,3,575,245,5643
2021,12,Östergötland,1365,27728,8,249,8,583,292,5935
2021,13,Östergötland,1567,29295,5,254,4,587,335,6271
2021,14,Östergötland,1383,30678,15,269,8,595,296,6567
2021,15,Östergötland,2221,32899,12,281,8,603,475,7042
2021,16,Östergötland,2177,35076,19,300,5,608,466,7508
2021,17,Östergötland,2208,37284,14,314,4,612,473,7981
2021,18,Östergötland,1843,39127,14,328,4,616,395,8376
2021,19,Östergötland,1420,40547,2,330,10,626,304,8680
2021,20,Östergötland,865,41412,3,333,5,631,185,8865
2021,21,Östergötland,429,41841,3,336,0,631,92,8956
2021,22,Östergötland,238,42079,3,339,4,635,51,9007
2021,23,Östergötland,156,42235,3,342,1,636,33,9041
2021,24,Östergötland,62,42297,1,343,1,637,13,9054
2021,25,Östergötland,47,42344,1,344,1,638,10,9064
2021,26,Östergötland,59,42403,0,344,0,638,13,9077
2021,27,Östergötland,60,42463,0,344,0,638,13,9090
2021,28,Östergötland,48,42511,0,344,0,638,10,9100
2021,29,Östergötland,51,42562,0,344,0,638,11,9111
2021,30,Östergötland,116,42678,2,346,0,638,25,9136
2021,31,Östergötland,109,42787,0,346,0,638,23,9159
2021,32,Östergötland,187,42974,1,347,2,640,40,9199
2021,33,Östergötland,208,43182,3,350,2,642,45,9244
2021,34,Östergötland,246,43428,3,353,2,644,53,9296
2021,35,Östergötland,272,43700,3,356,2,646,58,9354
2021,36,Östergötland,282,43982,2,358,1,647,60,9415
2021,37,Östergötland,219,44201,0,358,4,651,47,9462
2021,38,Östergötland,150,44351,2,360,2,653,32,9494
2021,39,Östergötland,105,44456,2,362,1,654,22,9516
